estado,municipio,bioma,ano,mês,dia,estacao
PARÁ,SÃO MIGUEL DO GUAMÁ,Amazônia,2024,1,2,Verão
CEARÁ,ITAPIPOCA,Caatinga,2024,1,2,Verão
CEARÁ,TIANGUÁ,Caatinga,2024,1,2,Verão
SÃO PAULO,ARARAQUARA,Cerrado,2024,1,2,Verão
SÃO PAULO,SUMARÉ,Mata Atlântica,2024,1,2,Verão
RIO DE JANEIRO,SEROPÉDICA,Mata Atlântica,2024,1,2,Verão
SÃO PAULO,BOA ESPERANÇA DO SUL,Cerrado,2024,1,2,Verão
MINAS GERAIS,CARNEIRINHO,Cerrado,2024,1,2,Verão
PARANÁ,CERRO AZUL,Mata Atlântica,2024,1,2,Verão
PARANÁ,FLORAÍ,Mata Atlântica,2024,1,2,Verão
SÃO PAULO,SANTA CRUZ DAS PALMEIRAS,Mata Atlântica,2024,1,2,Verão
PARANÁ,SÃO JOSÉ DOS PINHAIS,Mata Atlântica,2024,1,2,Verão
SÃO PAULO,MACATUBA,Mata Atlântica,2024,1,2,Verão
SÃO PAULO,ITAJOBI,Cerrado,2024,1,2,Verão
SÃO PAULO,VISTA ALEGRE DO ALTO,Mata Atlântica,2024,1,2,Verão
SÃO PAULO,ITARARÉ,Cerrado,2024,1,2,Verão
PARANÁ,PONTA GROSSA,Mata Atlântica,2024,1,2,Verão
PARANÁ,ITAPERUÇU,Mata Atlântica,2024,1,2,Verão
RORAIMA,IRACEMA,Amazônia,2024,1,2,Verão
BAHIA,IBIRAPITANGA,Mata Atlântica,2024,1,2,Verão
BAHIA,MASCOTE,Mata Atlântica,2024,1,2,Verão
GOIÁS,SÃO JOÃO D'ALIANÇA,Cerrado,2024,1,2,Verão
BAHIA,CONDE,Mata Atlântica,2024,1,2,Verão
SERGIPE,ESTÂNCIA,Mata Atlântica,2024,1,2,Verão
BAHIA,SÃO FRANCISCO DO CONDE,Mata Atlântica,2024,1,2,Verão
TOCANTINS,NOVO ALEGRE,Cerrado,2024,1,2,Verão
TOCANTINS,ARRAIAS,Cerrado,2024,1,2,Verão
ALAGOAS,MAJOR ISIDORO,Caatinga,2024,1,2,Verão
GOIÁS,SÃO DOMINGOS,Cerrado,2024,1,2,Verão
BAHIA,SANTA RITA DE CÁSSIA,Cerrado,2024,1,2,Verão
BAHIA,JABORANDI,Cerrado,2024,1,2,Verão
BAHIA,MARACÁS,Mata Atlântica,2024,1,2,Verão
BAHIA,ITABUNA,Mata Atlântica,2024,1,2,Verão
BAHIA,PLANALTO,Mata Atlântica,2024,1,2,Verão
BAHIA,FLORESTA AZUL,Mata Atlântica,2024,1,2,Verão
BAHIA,MIRANTE,Caatinga,2024,1,2,Verão
BAHIA,CASTRO ALVES,Mata Atlântica,2024,1,2,Verão
BAHIA,PLANALTINO,Mata Atlântica,2024,1,2,Verão
BAHIA,SANTA INÊS,Mata Atlântica,2024,1,2,Verão
BAHIA,LAJEDO DO TABOCAL,Mata Atlântica,2024,1,2,Verão
BAHIA,TAPEROÁ,Mata Atlântica,2024,1,2,Verão
BAHIA,PRESIDENTE TANCREDO NEVES,Mata Atlântica,2024,1,2,Verão
BAHIA,ARAMARI,Mata Atlântica,2024,1,2,Verão
SERGIPE,MARUIM,Mata Atlântica,2024,1,2,Verão
BAHIA,ITUBERÁ,Mata Atlântica,2024,1,2,Verão
BAHIA,BOA VISTA DO TUPIM,Caatinga,2024,1,2,Verão
BAHIA,MARCIONÍLIO SOUZA,Caatinga,2024,1,2,Verão
BAHIA,MARACÁS,Caatinga,2024,1,2,Verão
BAHIA,CAÉM,Caatinga,2024,1,2,Verão
BAHIA,MAIRI,Caatinga,2024,1,2,Verão
BAHIA,ITIÚBA,Caatinga,2024,1,2,Verão
BAHIA,FILADÉLFIA,Caatinga,2024,1,2,Verão
BAHIA,PONTO NOVO,Caatinga,2024,1,2,Verão
BAHIA,SANTO AMARO,Mata Atlântica,2024,1,2,Verão
BAHIA,CONCEIÇÃO DO COITÉ,Caatinga,2024,1,2,Verão
BAHIA,BIRITINGA,Caatinga,2024,1,2,Verão
BAHIA,MONTE SANTO,Caatinga,2024,1,2,Verão
ALAGOAS,CAJUEIRO,Mata Atlântica,2024,1,2,Verão
ALAGOAS,ATALAIA,Mata Atlântica,2024,1,2,Verão
ALAGOAS,SÃO JOSÉ DA LAJE,Mata Atlântica,2024,1,2,Verão
PARAÍBA,DIAMANTE,Caatinga,2024,1,2,Verão
PERNAMBUCO,GRAVATÁ,Mata Atlântica,2024,1,2,Verão
CEARÁ,BREJO SANTO,Caatinga,2024,1,2,Verão
PERNAMBUCO,SERRA TALHADA,Caatinga,2024,1,2,Verão
CEARÁ,ANTONINA DO NORTE,Caatinga,2024,1,2,Verão
PARAÍBA,CAJAZEIRAS,Caatinga,2024,1,2,Verão
CEARÁ,MISSÃO VELHA,Caatinga,2024,1,2,Verão
CEARÁ,MILAGRES,Caatinga,2024,1,2,Verão
PERNAMBUCO,CARUARU,Caatinga,2024,1,2,Verão
CEARÁ,ITAPAJÉ,Caatinga,2024,1,2,Verão
CEARÁ,TRAIRI,Caatinga,2024,1,2,Verão
PERNAMBUCO,EXU,Caatinga,2024,1,2,Verão
CEARÁ,PARAMBU,Caatinga,2024,1,2,Verão
CEARÁ,APUIARÉS,Caatinga,2024,1,2,Verão
PIAUÍ,PIRACURUCA,Caatinga,2024,1,2,Verão
PERNAMBUCO,GARANHUNS,Mata Atlântica,2024,1,2,Verão
PERNAMBUCO,SERTÂNIA,Caatinga,2024,1,2,Verão
MARANHÃO,VARGEM GRANDE,Cerrado,2024,1,2,Verão
PIAUÍ,BURITI DOS LOPES,Caatinga,2024,1,2,Verão
PIAUÍ,COCAL,Caatinga,2024,1,2,Verão
CEARÁ,RERIUTABA,Caatinga,2024,1,2,Verão
CEARÁ,IPUEIRAS,Caatinga,2024,1,2,Verão
CEARÁ,SANTA QUITÉRIA,Caatinga,2024,1,2,Verão
CEARÁ,IPAPORANGA,Caatinga,2024,1,2,Verão
PIAUÍ,LUÍS CORREIA,Caatinga,2024,1,2,Verão
MARANHÃO,JUNCO DO MARANHÃO,Amazônia,2024,1,2,Verão
PARÁ,IPIXUNA DO PARÁ,Amazônia,2024,1,2,Verão
PARÁ,SÃO FRANCISCO DO PARÁ,Amazônia,2024,1,2,Verão
MARANHÃO,BOA VISTA DO GURUPI,Amazônia,2024,1,2,Verão
MARANHÃO,PINHEIRO,Amazônia,2024,1,2,Verão
RIO GRANDE DO SUL,PEDRO OSÓRIO,Pampa,2024,1,2,Verão
SÃO PAULO,ZACARIAS,Mata Atlântica,2024,1,2,Verão
SÃO PAULO,VALPARAÍSO,Mata Atlântica,2024,1,2,Verão
SÃO PAULO,ARAÇATUBA,Mata Atlântica,2024,1,2,Verão
PARANÁ,PRUDENTÓPOLIS,Mata Atlântica,2024,1,2,Verão
MATO GROSSO DO SUL,NOVA ANDRADINA,Cerrado,2024,1,2,Verão
PARANÁ,PIRAÍ DO SUL,Mata Atlântica,2024,1,2,Verão
PARANÁ,CASTRO,Mata Atlântica,2024,1,2,Verão
SANTA CATARINA,GARUVA,Mata Atlântica,2024,1,2,Verão
PARANÁ,QUITANDINHA,Mata Atlântica,2024,1,2,Verão
SÃO PAULO,VIRADOURO,Cerrado,2024,1,2,Verão
BAHIA,CONTENDAS DO SINCORÁ,Caatinga,2024,1,2,Verão
BAHIA,ITAPICURU,Caatinga,2024,1,2,Verão
BAHIA,INHAMBUPE,Caatinga,2024,1,2,Verão
SERGIPE,ITABI,Mata Atlântica,2024,1,2,Verão
SERGIPE,PORTO DA FOLHA,Caatinga,2024,1,2,Verão
PERNAMBUCO,CUSTÓDIA,Caatinga,2024,1,2,Verão
PARAÍBA,MÃE D'ÁGUA,Caatinga,2024,1,2,Verão
ALAGOAS,CORURIPE,Mata Atlântica,2024,1,2,Verão
PIAUÍ,VÁRZEA GRANDE,Caatinga,2024,1,2,Verão
MATO GROSSO,NOVO HORIZONTE DO NORTE,Amazônia,2024,1,2,Verão
BAHIA,SAÚDE,Caatinga,2024,1,2,Verão
CEARÁ,JUCÁS,Caatinga,2024,1,2,Verão
CEARÁ,PEDRA BRANCA,Caatinga,2024,1,2,Verão
MATO GROSSO,GAÚCHA DO NORTE,Cerrado,2024,1,2,Verão
GOIÁS,JATAÍ,Cerrado,2024,1,2,Verão
GOIÁS,ITAJÁ,Cerrado,2024,1,2,Verão
CEARÁ,IBARETAMA,Caatinga,2024,1,2,Verão
GOIÁS,MONTE ALEGRE DE GOIÁS,Cerrado,2024,1,2,Verão
PARAÍBA,SÃO JOSÉ DE PIRANHAS,Caatinga,2024,1,2,Verão
PARAÍBA,SANTANA DE MANGUEIRA,Caatinga,2024,1,2,Verão
CEARÁ,POTIRETAMA,Caatinga,2024,1,2,Verão
BAHIA,ITABERABA,Caatinga,2024,1,2,Verão
BAHIA,LAMARÃO,Caatinga,2024,1,2,Verão
BAHIA,PEDRO ALEXANDRE,Caatinga,2024,1,2,Verão
CEARÁ,CANINDÉ,Caatinga,2024,1,2,Verão
PARÁ,INHANGAPI,Amazônia,2024,1,2,Verão
PARÁ,BUJARU,Amazônia,2024,1,2,Verão
MARANHÃO,LUÍS DOMINGUES,Amazônia,2024,1,2,Verão
PARÁ,PACAJÁ,Amazônia,2024,1,2,Verão
CEARÁ,GRANJA,Caatinga,2024,1,2,Verão
CEARÁ,IPU,Caatinga,2024,1,2,Verão
CEARÁ,MUCAMBO,Caatinga,2024,1,2,Verão
MARANHÃO,ALDEIAS ALTAS,Cerrado,2024,1,2,Verão
PARÁ,VISEU,Amazônia,2024,1,2,Verão
AMAZONAS,MANACAPURU,Amazônia,2024,1,2,Verão
RORAIMA,SÃO JOÃO DA BALIZA,Amazônia,2024,1,2,Verão
RORAIMA,UIRAMUTÃ,Amazônia,2024,1,2,Verão
RORAIMA,MUCAJAÍ,Amazônia,2024,1,2,Verão
PARÁ,ÓBIDOS,Amazônia,2024,1,2,Verão
PARANÁ,GUARATUBA,Mata Atlântica,2024,1,2,Verão
PARANÁ,PARANAGUÁ,Mata Atlântica,2024,1,2,Verão
MATO GROSSO DO SUL,ÁGUA CLARA,Cerrado,2024,1,2,Verão
MATO GROSSO DO SUL,PARANAÍBA,Mata Atlântica,2024,1,2,Verão
SÃO PAULO,PALESTINA,Cerrado,2024,1,2,Verão
SÃO PAULO,MIGUELÓPOLIS,Cerrado,2024,1,2,Verão
SÃO PAULO,ORLÂNDIA,Cerrado,2024,1,2,Verão
SÃO PAULO,NOVA GRANADA,Cerrado,2024,1,2,Verão
DISTRITO FEDERAL,BRASÍLIA,Cerrado,2024,1,2,Verão
GOIÁS,SÃO MIGUEL DO ARAGUAIA,Cerrado,2024,1,2,Verão
GOIÁS,CAMPOS BELOS,Cerrado,2024,1,2,Verão
CEARÁ,SÃO GONÇALO DO AMARANTE,Caatinga,2024,1,2,Verão
MARANHÃO,CAXIAS,Cerrado,2024,1,2,Verão
MATO GROSSO,RIBEIRÃO CASCALHEIRA,Amazônia,2024,1,2,Verão
PARÁ,SÃO DOMINGOS DO CAPIM,Amazônia,2024,1,2,Verão
AMAPÁ,AMAPÁ,Amazônia,2024,1,2,Verão
PARÁ,MÃE DO RIO,Amazônia,2024,1,2,Verão
RIO GRANDE DO SUL,SANTA MARIA,Mata Atlântica,2024,1,2,Verão
PARANÁ,MARIALVA,Mata Atlântica,2024,1,2,Verão
PARANÁ,ENGENHEIRO BELTRÃO,Mata Atlântica,2024,1,2,Verão
PARANÁ,NOVA ESPERANÇA,Mata Atlântica,2024,1,2,Verão
PARANÁ,PEROBAL,Mata Atlântica,2024,1,2,Verão
SÃO PAULO,BARIRI,Mata Atlântica,2024,1,2,Verão
SÃO PAULO,LINS,Mata Atlântica,2024,1,2,Verão
PARANÁ,TEIXEIRA SOARES,Mata Atlântica,2024,1,2,Verão
SÃO PAULO,ITATIBA,Mata Atlântica,2024,1,2,Verão
PARANÁ,ADRIANÓPOLIS,Mata Atlântica,2024,1,2,Verão
SÃO PAULO,ALAMBARI,Mata Atlântica,2024,1,2,Verão
SÃO PAULO,ARARAS,Mata Atlântica,2024,1,2,Verão
SÃO PAULO,GAVIÃO PEIXOTO,Cerrado,2024,1,2,Verão
MATO GROSSO DO SUL,CAMPO GRANDE,Cerrado,2024,1,2,Verão
MATO GROSSO,PORTO ESPERIDIÃO,Pantanal,2024,1,2,Verão
GOIÁS,GOIÁS,Cerrado,2024,1,2,Verão
MATO GROSSO,NOVA MARINGÁ,Amazônia,2024,1,2,Verão
MATO GROSSO,BRASNORTE,Cerrado,2024,1,2,Verão
MATO GROSSO,BRASNORTE,Amazônia,2024,1,2,Verão
MATO GROSSO,JUARA,Amazônia,2024,1,2,Verão
MATO GROSSO,CONFRESA,Amazônia,2024,1,2,Verão
MATO GROSSO,COLNIZA,Amazônia,2024,1,2,Verão
MATO GROSSO,JUÍNA,Cerrado,2024,1,2,Verão
ACRE,PORTO ACRE,Amazônia,2024,1,2,Verão
AMAZONAS,LÁBREA,Amazônia,2024,1,2,Verão
AMAZONAS,EIRUNEPÉ,Amazônia,2024,1,2,Verão
AMAZONAS,JUTAÍ,Amazônia,2024,1,2,Verão
AMAZONAS,AUTAZES,Amazônia,2024,1,2,Verão
AMAZONAS,TAPAUÁ,Amazônia,2024,1,2,Verão
AMAZONAS,BARCELOS,Amazônia,2024,1,2,Verão
AMAZONAS,SÃO GABRIEL DA CACHOEIRA,Amazônia,2024,1,2,Verão
AMAZONAS,SANTA ISABEL DO RIO NEGRO,Amazônia,2024,1,2,Verão
RIO GRANDE DO SUL,DOM PEDRITO,Pampa,2024,1,2,Verão
PARANÁ,PITANGA,Mata Atlântica,2024,1,2,Verão
MATO GROSSO,COTRIGUAÇU,Amazônia,2024,1,2,Verão
RONDÔNIA,NOVA MAMORÉ,Amazônia,2024,1,2,Verão
MATO GROSSO,GAÚCHA DO NORTE,Amazônia,2024,1,2,Verão
PARÁ,JACAREACANGA,Amazônia,2024,1,2,Verão
AMAZONAS,BENJAMIN CONSTANT,Amazônia,2024,1,2,Verão
AMAZONAS,ENVIRA,Amazônia,2024,1,2,Verão
ACRE,PLÁCIDO DE CASTRO,Amazônia,2024,1,2,Verão
AMAZONAS,SÃO PAULO DE OLIVENÇA,Amazônia,2024,1,2,Verão
PERNAMBUCO,VICÊNCIA,Caatinga,2024,1,2,Verão
ALAGOAS,PILAR,Mata Atlântica,2024,1,2,Verão
ALAGOAS,TEOTÔNIO VILELA,Mata Atlântica,2024,1,2,Verão
PARÁ,GOIANÉSIA DO PARÁ,Amazônia,2024,1,2,Verão
SERGIPE,CAPELA,Mata Atlântica,2024,1,2,Verão
ALAGOAS,CAPELA,Mata Atlântica,2024,1,2,Verão
PERNAMBUCO,ESCADA,Mata Atlântica,2024,1,2,Verão
MATO GROSSO,CÁCERES,Pantanal,2024,1,2,Verão
RORAIMA,CAROEBE,Amazônia,2024,1,3,Verão
ALAGOAS,CORURIPE,Mata Atlântica,2024,1,3,Verão
MATO GROSSO,CÁCERES,Pantanal,2024,1,3,Verão
ALAGOAS,JEQUIÁ DA PRAIA,Mata Atlântica,2024,1,3,Verão
PARÁ,GOIANÉSIA DO PARÁ,Amazônia,2024,1,3,Verão
RONDÔNIA,COSTA MARQUES,Amazônia,2024,1,3,Verão
BAHIA,BARRA DO CHOÇA,Mata Atlântica,2024,1,3,Verão
ALAGOAS,PENEDO,Mata Atlântica,2024,1,3,Verão
ALAGOAS,PENEDO,Caatinga,2024,1,3,Verão
ALAGOAS,RIO LARGO,Mata Atlântica,2024,1,3,Verão
CEARÁ,ITAPIPOCA,Caatinga,2024,1,3,Verão
PARÁ,URUARÁ,Amazônia,2024,1,3,Verão
RORAIMA,CARACARAÍ,Amazônia,2024,1,3,Verão
SERGIPE,NEÓPOLIS,Mata Atlântica,2024,1,3,Verão
SÃO PAULO,HOLAMBRA,Cerrado,2024,1,3,Verão
BAHIA,SANTA LUZIA,Mata Atlântica,2024,1,3,Verão
AMAPÁ,AMAPÁ,Amazônia,2024,1,3,Verão
PARÁ,MEDICILÂNDIA,Amazônia,2024,1,3,Verão
RORAIMA,RORAINÓPOLIS,Amazônia,2024,1,3,Verão
RORAIMA,BOA VISTA,Amazônia,2024,1,3,Verão
RORAIMA,MUCAJAÍ,Amazônia,2024,1,3,Verão
RORAIMA,BONFIM,Amazônia,2024,1,3,Verão
RORAIMA,ALTO ALEGRE,Amazônia,2024,1,3,Verão
RORAIMA,PACARAIMA,Amazônia,2024,1,3,Verão
SERGIPE,JAPOATÃ,Mata Atlântica,2024,1,3,Verão
SERGIPE,JAPARATUBA,Mata Atlântica,2024,1,3,Verão
ALAGOAS,MURICI,Mata Atlântica,2024,1,3,Verão
ALAGOAS,JACUÍPE,Mata Atlântica,2024,1,3,Verão
BAHIA,CANAVIEIRAS,Mata Atlântica,2024,1,3,Verão
BAHIA,BELMONTE,Mata Atlântica,2024,1,3,Verão
BAHIA,ILHÉUS,Mata Atlântica,2024,1,3,Verão
RIO GRANDE DO NORTE,BARAÚNA,Caatinga,2024,1,3,Verão
CEARÁ,BATURITÉ,Caatinga,2024,1,3,Verão
CEARÁ,BARREIRA,Caatinga,2024,1,3,Verão
BAHIA,WAGNER,Caatinga,2024,1,3,Verão
BAHIA,CAMACAN,Mata Atlântica,2024,1,3,Verão
BAHIA,JANDAÍRA,Mata Atlântica,2024,1,3,Verão
ALAGOAS,CORURIPE,Caatinga,2024,1,3,Verão
ALAGOAS,JUNDIÁ,Mata Atlântica,2024,1,3,Verão
PERNAMBUCO,IATI,Caatinga,2024,1,3,Verão
BAHIA,SANTA CRUZ CABRÁLIA,Mata Atlântica,2024,1,3,Verão
BAHIA,PRADO,Mata Atlântica,2024,1,3,Verão
GOIÁS,PADRE BERNARDO,Cerrado,2024,1,3,Verão
BAHIA,JUCURUÇU,Mata Atlântica,2024,1,3,Verão
PARANÁ,SÃO JOSÉ DOS PINHAIS,Mata Atlântica,2024,1,3,Verão
RIO GRANDE DO SUL,RESTINGA SÊCA,Mata Atlântica,2024,1,3,Verão
SANTA CATARINA,SIDERÓPOLIS,Mata Atlântica,2024,1,3,Verão
RORAIMA,NORMANDIA,Amazônia,2024,1,3,Verão
PARÁ,PACAJÁ,Amazônia,2024,1,3,Verão
PARÁ,BRASIL NOVO,Amazônia,2024,1,3,Verão
PARÁ,ANAPU,Amazônia,2024,1,3,Verão
PARÁ,VITÓRIA DO XINGU,Amazônia,2024,1,3,Verão
PARÁ,PORTEL,Amazônia,2024,1,3,Verão
PARÁ,MOJUÍ DOS CAMPOS,Amazônia,2024,1,3,Verão
PARÁ,PRAINHA,Amazônia,2024,1,3,Verão
PARÁ,MOJU,Amazônia,2024,1,3,Verão
SERGIPE,MURIBECA,Mata Atlântica,2024,1,3,Verão
MATO GROSSO DO SUL,CASSILÂNDIA,Cerrado,2024,1,3,Verão
PARANÁ,RIO BRANCO DO SUL,Mata Atlântica,2024,1,3,Verão
PARANÁ,CERRO AZUL,Mata Atlântica,2024,1,3,Verão
PARÁ,NOVO PROGRESSO,Amazônia,2024,1,3,Verão
PARÁ,ALMEIRIM,Amazônia,2024,1,3,Verão
PARÁ,ALTAMIRA,Amazônia,2024,1,3,Verão
RORAIMA,SÃO LUIZ,Amazônia,2024,1,3,Verão
GOIÁS,SANTA TEREZA DE GOIÁS,Cerrado,2024,1,3,Verão
RONDÔNIA,NOVA MAMORÉ,Amazônia,2024,1,3,Verão
RORAIMA,SÃO JOÃO DA BALIZA,Amazônia,2024,1,3,Verão
RORAIMA,AMAJARI,Amazônia,2024,1,3,Verão
PARÁ,ALENQUER,Amazônia,2024,1,3,Verão
TOCANTINS,ARAGUATINS,Cerrado,2024,1,3,Verão
MATO GROSSO,PRIMAVERA DO LESTE,Cerrado,2024,1,3,Verão
GOIÁS,APORÉ,Cerrado,2024,1,3,Verão
PARANÁ,CAFELÂNDIA,Mata Atlântica,2024,1,3,Verão
PARANÁ,TELÊMACO BORBA,Mata Atlântica,2024,1,3,Verão
PARANÁ,PONTA GROSSA,Mata Atlântica,2024,1,3,Verão
PARANÁ,CAMPO LARGO,Mata Atlântica,2024,1,3,Verão
PARANÁ,GOIOXIM,Mata Atlântica,2024,1,3,Verão
PARANÁ,JAPURÁ,Mata Atlântica,2024,1,3,Verão
MATO GROSSO DO SUL,LAGUNA CARAPÃ,Mata Atlântica,2024,1,3,Verão
SÃO PAULO,ÁGUAS DE SANTA BÁRBARA,Cerrado,2024,1,3,Verão
SÃO PAULO,MANDURI,Mata Atlântica,2024,1,3,Verão
SÃO PAULO,MANDURI,Cerrado,2024,1,3,Verão
PARANÁ,NOVA ESPERANÇA,Mata Atlântica,2024,1,3,Verão
MATO GROSSO DO SUL,ITAQUIRAÍ,Mata Atlântica,2024,1,3,Verão
PARANÁ,GOIOERÊ,Mata Atlântica,2024,1,3,Verão
PARANÁ,CENTENÁRIO DO SUL,Mata Atlântica,2024,1,3,Verão
MATO GROSSO DO SUL,BATAGUASSU,Cerrado,2024,1,3,Verão
MATO GROSSO DO SUL,GUIA LOPES DA LAGUNA,Cerrado,2024,1,3,Verão
MATO GROSSO DO SUL,MIRANDA,Pantanal,2024,1,3,Verão
SANTA CATARINA,ITÁ,Mata Atlântica,2024,1,3,Verão
BAHIA,PAULO AFONSO,Caatinga,2024,1,3,Verão
PARANÁ,PORECATU,Mata Atlântica,2024,1,3,Verão
PARÁ,ORIXIMINÁ,Amazônia,2024,1,3,Verão
ALAGOAS,BELO MONTE,Caatinga,2024,1,3,Verão
BAHIA,PAU BRASIL,Mata Atlântica,2024,1,3,Verão
BAHIA,UNA,Mata Atlântica,2024,1,3,Verão
BAHIA,CAATIBA,Mata Atlântica,2024,1,3,Verão
BAHIA,ITAJU DO COLÔNIA,Mata Atlântica,2024,1,3,Verão
ESPÍRITO SANTO,CONCEIÇÃO DA BARRA,Mata Atlântica,2024,1,3,Verão
CEARÁ,ITAPAJÉ,Caatinga,2024,1,3,Verão
PIAUÍ,BURITI DOS LOPES,Caatinga,2024,1,3,Verão
CEARÁ,PENTECOSTE,Caatinga,2024,1,3,Verão
CEARÁ,CAUCAIA,Caatinga,2024,1,3,Verão
CEARÁ,GUARACIABA DO NORTE,Caatinga,2024,1,3,Verão
CEARÁ,CAPISTRANO,Caatinga,2024,1,3,Verão
PARAÍBA,CAIÇARA,Caatinga,2024,1,3,Verão
ALAGOAS,QUEBRANGULO,Caatinga,2024,1,3,Verão
ALAGOAS,JACARÉ DOS HOMENS,Caatinga,2024,1,3,Verão
BAHIA,SANTA BRÍGIDA,Caatinga,2024,1,3,Verão
ALAGOAS,ATALAIA,Mata Atlântica,2024,1,3,Verão
ALAGOAS,SÃO LUÍS DO QUITUNDE,Mata Atlântica,2024,1,3,Verão
ALAGOAS,POÇO DAS TRINCHEIRAS,Caatinga,2024,1,3,Verão
ALAGOAS,QUEBRANGULO,Mata Atlântica,2024,1,3,Verão
ALAGOAS,MATA GRANDE,Caatinga,2024,1,3,Verão
PERNAMBUCO,TEREZINHA,Mata Atlântica,2024,1,3,Verão
PERNAMBUCO,BREJÃO,Caatinga,2024,1,3,Verão
ALAGOAS,MARAGOGI,Mata Atlântica,2024,1,3,Verão
ALAGOAS,COLÔNIA LEOPOLDINA,Mata Atlântica,2024,1,3,Verão
CEARÁ,ITAREMA,Caatinga,2024,1,3,Verão
BAHIA,ITAPITANGA,Mata Atlântica,2024,1,3,Verão
BAHIA,ITUBERÁ,Mata Atlântica,2024,1,3,Verão
BAHIA,ITABERABA,Caatinga,2024,1,3,Verão
BAHIA,IPECAETÁ,Mata Atlântica,2024,1,3,Verão
BAHIA,ENTRE RIOS,Mata Atlântica,2024,1,3,Verão
BAHIA,SERRINHA,Caatinga,2024,1,3,Verão
BAHIA,RIO REAL,Caatinga,2024,1,3,Verão
SERGIPE,ITABAIANINHA,Mata Atlântica,2024,1,3,Verão
SERGIPE,SÃO CRISTÓVÃO,Mata Atlântica,2024,1,3,Verão
ALAGOAS,IGREJA NOVA,Mata Atlântica,2024,1,3,Verão
BAHIA,PEDRO ALEXANDRE,Caatinga,2024,1,3,Verão
MARANHÃO,SÃO BENTO,Amazônia,2024,1,3,Verão
MARANHÃO,BACURITUBA,Amazônia,2024,1,3,Verão
MARANHÃO,MARACAÇUMÉ,Amazônia,2024,1,3,Verão
PARAÍBA,SANTA RITA,Mata Atlântica,2024,1,3,Verão
PARAÍBA,SALGADINHO,Caatinga,2024,1,3,Verão
CEARÁ,MISSÃO VELHA,Caatinga,2024,1,3,Verão
PERNAMBUCO,ITAPETIM,Caatinga,2024,1,3,Verão
CEARÁ,MAURITI,Caatinga,2024,1,3,Verão
PARAÍBA,LIVRAMENTO,Caatinga,2024,1,3,Verão
PARAÍBA,PEDRA BRANCA,Caatinga,2024,1,3,Verão
PARAÍBA,AROEIRAS,Caatinga,2024,1,3,Verão
CEARÁ,PORTEIRAS,Caatinga,2024,1,3,Verão
PERNAMBUCO,GOIANA,Mata Atlântica,2024,1,3,Verão
PERNAMBUCO,VITÓRIA DE SANTO ANTÃO,Mata Atlântica,2024,1,3,Verão
PERNAMBUCO,BELO JARDIM,Caatinga,2024,1,3,Verão
PERNAMBUCO,SERTÂNIA,Caatinga,2024,1,3,Verão
PERNAMBUCO,CARUARU,Caatinga,2024,1,3,Verão
PERNAMBUCO,PARNAMIRIM,Caatinga,2024,1,3,Verão
CEARÁ,AURORA,Caatinga,2024,1,3,Verão
PARAÍBA,POMBAL,Caatinga,2024,1,3,Verão
PERNAMBUCO,SÃO BENTO DO UNA,Caatinga,2024,1,3,Verão
CEARÁ,LAVRAS DA MANGABEIRA,Caatinga,2024,1,3,Verão
RIO GRANDE DO NORTE,ALMINO AFONSO,Caatinga,2024,1,3,Verão
RIO GRANDE DO NORTE,ALEXANDRIA,Caatinga,2024,1,3,Verão
PARAÍBA,UIRAÚNA,Caatinga,2024,1,3,Verão
CEARÁ,JUCÁS,Caatinga,2024,1,3,Verão
CEARÁ,FORTIM,Caatinga,2024,1,3,Verão
RIO GRANDE DO NORTE,LUCRÉCIA,Caatinga,2024,1,3,Verão
CEARÁ,IGUATU,Caatinga,2024,1,3,Verão
CEARÁ,ERERÊ,Caatinga,2024,1,3,Verão
CEARÁ,SOLONÓPOLE,Caatinga,2024,1,3,Verão
RIO GRANDE DO NORTE,CARNAUBAIS,Caatinga,2024,1,3,Verão
CEARÁ,QUIXERÉ,Caatinga,2024,1,3,Verão
CEARÁ,MORADA NOVA,Caatinga,2024,1,3,Verão
BAHIA,ITAMBÉ,Mata Atlântica,2024,1,3,Verão
BAHIA,IBICUÍ,Mata Atlântica,2024,1,3,Verão
BAHIA,RIBEIRÃO DO LARGO,Mata Atlântica,2024,1,3,Verão
MINAS GERAIS,ALMENARA,Mata Atlântica,2024,1,3,Verão
MINAS GERAIS,DIVISÓPOLIS,Mata Atlântica,2024,1,3,Verão
PERNAMBUCO,JATAÚBA,Caatinga,2024,1,3,Verão
PERNAMBUCO,PESQUEIRA,Caatinga,2024,1,3,Verão
PERNAMBUCO,VENTUROSA,Caatinga,2024,1,3,Verão
PERNAMBUCO,TUPANATINGA,Caatinga,2024,1,3,Verão
PERNAMBUCO,BUÍQUE,Caatinga,2024,1,3,Verão
PERNAMBUCO,ITAÍBA,Caatinga,2024,1,3,Verão
PARAÍBA,ÁGUA BRANCA,Caatinga,2024,1,3,Verão
PARAÍBA,BARRA DE SÃO MIGUEL,Caatinga,2024,1,3,Verão
PERNAMBUCO,AFOGADOS DA INGAZEIRA,Caatinga,2024,1,3,Verão
RIO GRANDE DO NORTE,JARDIM DE PIRANHAS,Caatinga,2024,1,3,Verão
CEARÁ,BREJO SANTO,Caatinga,2024,1,3,Verão
